Epoch,Loss
1,10.693538847423735
2,10.362218508644709
3,9.811981746128627
4,8.909314942738366
5,7.5517207403031605
6,5.837675420064775
7,4.179756380262829
8,2.9270287771073598
9,2.0916796241487776
10,1.5302954117457073
